word,meaning,sort,title,phonetic
lime,n. 石灰,10,Chapter 10 物品材料,/laɪm/
plaster,n. 灰泥；熟石膏,10,Chapter 10 物品材料,/ˈplɑːstə(r)/
leather,n. 皮革；(尤指骑摩托车者穿的)皮衣,10,Chapter 10 物品材料,/ˈleðə(r)/
plastic,n. 塑料 adj. 有塑性的；塑料的,10,Chapter 10 物品材料,/ˈplæstɪk/
fibre,(= fiber)n. 纤维；纤维素,10,Chapter 10 物品材料,/ˈfaɪbə(r)/
fabric,n. 织物，布料,10,Chapter 10 物品材料,/ˈfæbrɪk/
knit,v. 编织，针织,10,Chapter 10 物品材料,/nɪt/
weave,v. 编织；编造,10,Chapter 10 物品材料,/wiːv/
canvas,n. 帆布；油画布,10,Chapter 10 物品材料,/ˈkænvəs/
linen,n.亚麻布：亚麻织品,10,Chapter 10 物品材料,/ˈlɪnɪn/
cotton,n. 棉；棉线；棉布,10,Chapter 10 物品材料,/ˈkɒtn/
nylon,n. 尼龙,10,Chapter 10 物品材料,/ˈnaɪlɒn/
lumber,n. 木材，木料,10,Chapter 10 物品材料,/ˈlʌmbə(r)/
wooden,adj. 木制的；呆板的,10,Chapter 10 物品材料,/ˈwʊdn/
mine,n. 矿，矿井；地雷,10,Chapter 10 物品材料,/maɪn/
pit,n. 深坑；煤矿；潜在危险,10,Chapter 10 物品材料,/pɪt/
fuel,n.燃料 v.给......加燃料,10,Chapter 10 物品材料,/ˈfjuːəl/
lubricate,v. 润滑，加润滑油于,10,Chapter 10 物品材料,/ˈluːbrɪkeɪt/
diamond,n. 金刚石，钻石；菱形,10,Chapter 10 物品材料,/ˈdaɪmənd; ˈdaɪəmənd/
crystal,n. 水晶；结晶，晶体,10,Chapter 10 物品材料,/ˈkrɪst(ə)l/
inferior,adj.差的；下级的，低等的 n.级别(或地位)低的人；次品,10,Chapter 10 物品材料,/ɪnˈfɪəriə(r)/
counterfeit,adj. 假冒的 v. 伪造,10,Chapter 10 物品材料,/ˈkaʊntəfɪt/
fake,adj. 假冒的 n. 冒充者；假货,10,Chapter 10 物品材料,/feɪk/
miniature,adj. 微型的，很小的 n. 缩微模型；微型画,10,Chapter 10 物品材料,/ˈmɪnɪtʃə(r)/
fragile,adj.易碎的；脆弱的,10,Chapter 10 物品材料,/ˈfrædʒaɪl/
durable,adj. 耐用的，持久的,10,Chapter 10 物品材料,/ˈdjʊərəb(ə)l/
available,adj.可获得的,10,Chapter 10 物品材料,/əˈveɪləb(ə)l/
